Problema,Tipo
hay 11 niños en clase y se van 83 ¿Cuantos niños quedan?,Resta
Ana tiene 81 uvas y Lorena tiene 35 toronjas ¿Cuantos frutas hay en total?,Suma
Julio tiene 61 balones de rugby y Pablo tiene 93 balones de tenis ¿Cuantos balones hay en total?,Suma
un policia tiene 58 moviles y le dan 51 moviles ¿Cuantos hay al final ?,Suma
Celeste tiene 100 coco y Lucas tiene 32 uvas ¿Cuantos frutas hay en total?,Suma
Roberto tiene 5 ciruela y Ana tiene 77 uvas ¿Cuantos frutas hay en total?,Suma
hay 90 niños en clase y se van 76 ¿Cuantos niños quedan?,Resta
jose tiene 3 piedras y le dan 92 piedras ¿Cuantos hay en total?,Suma
paloma tiene 73 carteras y le dan 48 carteras ¿Cuantos hay al final ?,Suma
Lucas tiene 8 balones de voley y Celeste tiene 43 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 39 tortillas en una mesa y se comen 43 ¿Cuantos tortillas quedan?,Resta
hay 26 tortillas en una mesa y se comen 99 ¿Cuantos tortillas quedan?,Resta
medico tiene 69 carteras y resta 29 carteras ¿Cuantos tiene al final?,Resta
pablito  tiene 100 animales y le extraen 12 animales ¿Cuanto queda?,Resta
un perro tiene 48 carteras y le extraen 43 carteras ¿Cuantos le queda?,Resta
Francisco tiene 88 ciruela y Federico tiene 98 peras ¿Cuantos frutas hay en total?,Suma
hay 71 tortillas en una mesa y se comen 33 ¿Cuantos tortillas quedan?,Resta
Roberto tiene 88 sandias y Gustavo tiene 100 peras ¿Cuantos frutas hay en total?,Suma
un mecanico tiene 54 moviles y le dan 36 moviles ¿Cuantos tienen entre los dos?,Suma
medico tiene 88 mesas y con una diferencia 21 mesas ¿Cuanto queda?,Resta
Celeste tiene 84 coco y Juan tiene 64 platano ¿Cuantos frutas hay en total?,Suma
paloma tiene 26 lapices y excluye 22 lapices ¿Cuantos le queda?,Resta
un policia tiene 27 piedras y le quitan 8 piedras ¿Cuantos le queda?,Resta
Celeste tiene 15 melocotones y Juan tiene 16 melocotones ¿Cuantos frutas hay en total?,Suma
cirujano tiene 73 carteras y le dan 58 carteras ¿Cuantos hay en total?,Suma
Un carpitero tiene 100 unidades y con una diferencia 57 unidades ¿Cuanto queda?,Resta
pablito  tiene 20 moviles y le extraen 9 moviles ¿Cuantos tiene al final?,Resta
piloto tiene 51 coches y con una diferencia 42 coches ¿Cuantos tiene al final?,Resta
un bombero tiene 90 canicas y le dan 44 canicas ¿Cuantos hay al final ?,Suma
hay 92 niños en clase y se van 65 ¿Cuantos niños quedan?,Resta
hay 32 pajaros en un arbol y se van volando 23 ¿Cuantos pajaros quedan?,Resta
hay 49 niños en clase y se van 24 ¿Cuantos niños quedan?,Resta
un cirujano tiene 25 balones y con una diferencia 23 balones ¿Cuantos le queda?,Resta
hay 66 niños en clase y se van 25 ¿Cuantos niños quedan?,Resta
programador tiene 73 frutas y con una diferencia 54 frutas ¿Cuantos le queda?,Resta
Cesar tiene 66 balones de voley y Pedro tiene 32 balones de voley ¿Cuantos balones hay en total?,Suma
Una azafata tiene 13 coches y incluye 13 coches ¿Cuantos hay en total?,Suma
Pedro tiene 79 peras y Gustavo tiene 47 toronjas ¿Cuantos frutas hay en total?,Suma
Lorena tiene 9 peras y Ana tiene 16 manzanas ¿Cuantos frutas hay en total?,Suma
Una azafata tiene 24 carteras y con una diferencia 5 carteras ¿Cuantos le queda?,Resta
Celeste tiene 16 balones de tenis y Pablo tiene 54 balones de tenis ¿Cuantos balones hay en total?,Suma
un obrero tiene 71 teles y con una diferencia 56 teles ¿Cuantos tiene al final?,Resta
ingeniero tiene 79 relojes y resta 68 relojes ¿Cuanto queda?,Resta
paloma tiene 6 lapices y incluye 45 lapices ¿Cuantos hay al final ?,Suma
fontanero tiene 54 animales y le entregan 87 animales ¿Cuantos hay al final ?,Suma
Un carpitero tiene 57 coches y incluye 16 coches ¿Cuantos tienen entre los dos?,Suma
un obrero tiene 84 animales y con una diferencia 27 animales ¿Cuanto queda?,Resta
hay 7 niños en clase y se van 11 ¿Cuantos niños quedan?,Resta
fontanero tiene 56 carteras y le entregan 12 carteras ¿Cuantos tienen entre los dos?,Suma
Lorena tiene 41 balones de basquet y Ana tiene 23 balones de rugby ¿Cuantos balones hay en total?,Suma
piloto tiene 18 carteras y incluye 78 carteras ¿Cuantos hay en total?,Suma
hay 27 pajaros en un arbol y se van volando 80 ¿Cuantos pajaros quedan?,Resta
hay 44 tortillas en una mesa y se comen 12 ¿Cuantos tortillas quedan?,Resta
Pedro tiene 45 balones de basquet y Julio tiene 92 balones de basquet ¿Cuantos balones hay en total?,Suma
ingeniero tiene 78 mesas y con una diferencia 19 mesas ¿Cuantos le queda?,Resta
un perro tiene 43 sillas y le extraen 25 sillas ¿Cuanto queda?,Resta
un profesor tiene 57 moviles y resta 29 moviles ¿Cuanto queda?,Resta
hay 56 pajaros en un arbol y se van volando 53 ¿Cuantos pajaros quedan?,Resta
Francisco tiene 12 toronjas y Lorena tiene 80 sandias ¿Cuantos frutas hay en total?,Suma
hay 9 tortillas en una mesa y se comen 74 ¿Cuantos tortillas quedan?,Resta
un bombero tiene 90 lapices y incluye 64 lapices ¿Cuantos tienen entre los dos?,Suma
Julio tiene 48 balones de futbol y Juan tiene 89 balones de voley ¿Cuantos balones hay en total?,Suma
hay 33 tortillas en una mesa y se comen 88 ¿Cuantos tortillas quedan?,Resta
Un carpitero tiene 71 piedras y excluye 68 piedras ¿Cuantos tiene al final?,Resta
hay 42 tortillas en una mesa y se comen 71 ¿Cuantos tortillas quedan?,Resta
un bombero tiene 25 pajaros y incluye 72 pajaros ¿Cuantos tienen entre los dos?,Suma
piloto tiene 93 animales y le entregan 39 animales ¿Cuantos tienen entre los dos?,Suma
una actriz tiene 9 mesas y le dan 72 mesas ¿Cuantos hay al final ?,Suma
Gustavo tiene 33 balones de rugby y Pedro tiene 5 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 96 niños en clase y se van 60 ¿Cuantos niños quedan?,Resta
Francisco tiene 34 manzanas y Julio tiene 49 ciruela ¿Cuantos frutas hay en total?,Suma
un policia tiene 55 unidades y con una diferencia 33 unidades ¿Cuantos le queda?,Resta
hay 84 pajaros en un arbol y se van volando 98 ¿Cuantos pajaros quedan?,Resta
piloto tiene 97 teles y excluye 19 teles ¿Cuantos le queda?,Resta
Lorena tiene 4 balones de rugby y Lucas tiene 7 balones de rugby ¿Cuantos balones hay en total?,Suma
piloto tiene 93 moviles y le extraen 11 moviles ¿Cuantos tiene al final?,Resta
un mecanico tiene 92 balones y añade 54 balones ¿Cuantos tienen entre los dos?,Suma
hay 67 tortillas en una mesa y se comen 71 ¿Cuantos tortillas quedan?,Resta
Celeste tiene 86 balones de basquet y Ana tiene 38 balones de voley ¿Cuantos balones hay en total?,Suma
cirujano tiene 80 balones y le entregan 53 balones ¿Cuantos hay en total?,Suma
hay 72 niños en clase y se van 100 ¿Cuantos niños quedan?,Resta
un obrero tiene 76 balones y añade 84 balones ¿Cuantos hay en total?,Suma
Pedro tiene 31 sandias y Cesar tiene 1 ciruela ¿Cuantos frutas hay en total?,Suma
fontanero tiene 1 moviles y le entregan 90 moviles ¿Cuantos hay en total?,Suma
una actriz tiene 80 lapices y le quitan 46 lapices ¿Cuantos le queda?,Resta
hay 83 tortillas en una mesa y se comen 24 ¿Cuantos tortillas quedan?,Resta
hay 26 niños en clase y se van 54 ¿Cuantos niños quedan?,Resta
Lorena tiene 94 balones de rugby y Pablo tiene 22 balones de basquet ¿Cuantos balones hay en total?,Suma
Cesar tiene 44 balones de basquet y Lorena tiene 92 balones de futbol ¿Cuantos balones hay en total?,Suma
un perro tiene 6 coches y le entregan 88 coches ¿Cuantos hay en total?,Suma
medico tiene 78 relojes y añade 49 relojes ¿Cuantos tienen entre los dos?,Suma
hay 70 niños en clase y se van 90 ¿Cuantos niños quedan?,Resta
un mecanico tiene 91 relojes y resta 29 relojes ¿Cuanto queda?,Resta
hay 56 tortillas en una mesa y se comen 13 ¿Cuantos tortillas quedan?,Resta
programador tiene 99 animales y con una diferencia 92 animales ¿Cuantos le queda?,Resta
perro tiene 92 teles y le entregan 90 teles ¿Cuantos hay al final ?,Suma
Una azafata tiene 65 unidades y suma 8 unidades ¿Cuantos hay al final ?,Suma
un bombero tiene 12 sillas y resta 5 sillas ¿Cuantos le queda?,Resta
un camarero tiene 16 mesas y resta 14 mesas ¿Cuantos le queda?,Resta
una actriz tiene 98 teles y con una diferencia 61 teles ¿Cuantos tiene al final?,Resta
Celeste tiene 13 coco y Juan tiene 52 toronjas ¿Cuantos frutas hay en total?,Suma
hay 73 tortillas en una mesa y se comen 91 ¿Cuantos tortillas quedan?,Resta
Ana tiene 62 balones de basquet y Roberto tiene 60 balones de futbol ¿Cuantos balones hay en total?,Suma
un policia tiene 38 pajaros y excluye 22 pajaros ¿Cuanto queda?,Resta
hay 43 niños en clase y se van 8 ¿Cuantos niños quedan?,Resta
un camarero tiene 82 lapices y añade 27 lapices ¿Cuantos tienen entre los dos?,Suma
jose tiene 93 frutas y excluye 68 frutas ¿Cuantos tiene al final?,Resta
Lorena tiene 56 uvas y Lucas tiene 7 sandias ¿Cuantos frutas hay en total?,Suma
hay 43 tortillas en una mesa y se comen 10 ¿Cuantos tortillas quedan?,Resta
hay 38 pajaros en un arbol y se van volando 97 ¿Cuantos pajaros quedan?,Resta
perro tiene 23 sillas y le dan 11 sillas ¿Cuantos tienen entre los dos?,Suma
hay 3 tortillas en una mesa y se comen 75 ¿Cuantos tortillas quedan?,Resta
hay 85 niños en clase y se van 35 ¿Cuantos niños quedan?,Resta
un cirujano tiene 72 relojes y le dan 77 relojes ¿Cuantos hay en total?,Suma
Gustavo tiene 43 uvas y Julio tiene 95 manzanas ¿Cuantos frutas hay en total?,Suma
programador tiene 73 pajaros y con una diferencia 12 pajaros ¿Cuanto queda?,Resta
fontanero tiene 71 mesas y le dan 15 mesas ¿Cuantos hay en total?,Suma
programador tiene 23 sillas y con una diferencia 6 sillas ¿Cuanto queda?,Resta
un obrero tiene 31 animales y le extraen 2 animales ¿Cuantos tiene al final?,Resta
hay 92 pajaros en un arbol y se van volando 59 ¿Cuantos pajaros quedan?,Resta
hay 49 pajaros en un arbol y se van volando 3 ¿Cuantos pajaros quedan?,Resta
hay 78 tortillas en una mesa y se comen 83 ¿Cuantos tortillas quedan?,Resta
un cirujano tiene 82 balones y le entregan 51 balones ¿Cuantos tienen entre los dos?,Suma
cirujano tiene 1 unidades y suma 58 unidades ¿Cuantos hay al final ?,Suma
un profesor tiene 88 lapices y excluye 42 lapices ¿Cuanto queda?,Resta
hay 19 niños en clase y se van 11 ¿Cuantos niños quedan?,Resta
Juan tiene 76 coco y Gustavo tiene 49 ciruela ¿Cuantos frutas hay en total?,Suma
hay 32 pajaros en un arbol y se van volando 100 ¿Cuantos pajaros quedan?,Resta
Enrique tiene 53 lapices y suma 55 lapices ¿Cuantos hay en total?,Suma
hay 61 niños en clase y se van 3 ¿Cuantos niños quedan?,Resta
hay 67 pajaros en un arbol y se van volando 79 ¿Cuantos pajaros quedan?,Resta
hay 5 niños en clase y se van 12 ¿Cuantos niños quedan?,Resta
Pablo tiene 11 balones de tenis y Cesar tiene 98 balones de voley ¿Cuantos balones hay en total?,Suma
hay 35 pajaros en un arbol y se van volando 90 ¿Cuantos pajaros quedan?,Resta
profesor tiene 90 animales y le dan 26 animales ¿Cuantos hay en total?,Suma
hay 76 tortillas en una mesa y se comen 35 ¿Cuantos tortillas quedan?,Resta
hay 47 pajaros en un arbol y se van volando 27 ¿Cuantos pajaros quedan?,Resta
Pedro tiene 29 papayas y Federico tiene 84 uvas ¿Cuantos frutas hay en total?,Suma
hay 77 pajaros en un arbol y se van volando 88 ¿Cuantos pajaros quedan?,Resta
hay 36 niños en clase y se van 10 ¿Cuantos niños quedan?,Resta
un bombero tiene 33 lapices y le entregan 96 lapices ¿Cuantos hay en total?,Suma
hay 77 pajaros en un arbol y se van volando 64 ¿Cuantos pajaros quedan?,Resta
jose tiene 71 canicas y le quitan 16 canicas ¿Cuantos tiene al final?,Resta
hay 35 niños en clase y se van 37 ¿Cuantos niños quedan?,Resta
Federico tiene 93 melocotones y Pedro tiene 28 melocotones ¿Cuantos frutas hay en total?,Suma
Francisco tiene 53 coco y Juan tiene 23 uvas ¿Cuantos frutas hay en total?,Suma
hay 2 tortillas en una mesa y se comen 1 ¿Cuantos tortillas quedan?,Resta
hay 28 tortillas en una mesa y se comen 41 ¿Cuantos tortillas quedan?,Resta
un perro tiene 34 canicas y incluye 66 canicas ¿Cuantos tienen entre los dos?,Suma
Una azafata tiene 86 coches y resta 29 coches ¿Cuantos tiene al final?,Resta
Pedro tiene 39 sandias y Roberto tiene 60 manzanas ¿Cuantos frutas hay en total?,Suma
hay 42 tortillas en una mesa y se comen 86 ¿Cuantos tortillas quedan?,Resta
Lorena tiene 42 peras y Cesar tiene 63 uvas ¿Cuantos frutas hay en total?,Suma
Lucas tiene 86 melocotones y Ana tiene 36 melocotones ¿Cuantos frutas hay en total?,Suma
Lucas tiene 21 balones de futbol y Cesar tiene 51 balones de voley ¿Cuantos balones hay en total?,Suma
hay 33 niños en clase y se van 7 ¿Cuantos niños quedan?,Resta
Enrique tiene 59 moviles y excluye 32 moviles ¿Cuantos tiene al final?,Resta
una actriz tiene 56 pajaros y le quitan 19 pajaros ¿Cuanto queda?,Resta
hay 83 pajaros en un arbol y se van volando 83 ¿Cuantos pajaros quedan?,Resta
un perro tiene 85 sillas y suma 75 sillas ¿Cuantos tienen entre los dos?,Suma
cirujano tiene 86 canicas y resta 59 canicas ¿Cuantos le queda?,Resta
cirujano tiene 97 frutas y le quitan 76 frutas ¿Cuantos le queda?,Resta
hay 90 pajaros en un arbol y se van volando 67 ¿Cuantos pajaros quedan?,Resta
jose tiene 81 piedras y le quitan 10 piedras ¿Cuantos le queda?,Resta
hay 68 tortillas en una mesa y se comen 54 ¿Cuantos tortillas quedan?,Resta
hay 33 tortillas en una mesa y se comen 4 ¿Cuantos tortillas quedan?,Resta
un mecanico tiene 8 coches y suma 56 coches ¿Cuantos tienen entre los dos?,Suma
Gustavo tiene 27 toronjas y Federico tiene 71 peras ¿Cuantos frutas hay en total?,Suma
Lorena tiene 7 balones de basquet y Cesar tiene 94 balones de tenis ¿Cuantos balones hay en total?,Suma
jose tiene 81 carteras y con una diferencia 45 carteras ¿Cuanto queda?,Resta
un profesor tiene 29 animales y añade 72 animales ¿Cuantos hay en total?,Suma
perro tiene 43 balones y incluye 50 balones ¿Cuantos tienen entre los dos?,Suma
Pablo tiene 91 balones de voley y Ana tiene 99 balones de futbol ¿Cuantos balones hay en total?,Suma
Un carpitero tiene 61 relojes y le quitan 39 relojes ¿Cuantos le queda?,Resta
fontanero tiene 49 piedras y suma 7 piedras ¿Cuantos hay al final ?,Suma
profesor tiene 66 balones y suma 69 balones ¿Cuantos hay al final ?,Suma
Cesar tiene 100 balones de rugby y Celeste tiene 100 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 91 pajaros en un arbol y se van volando 57 ¿Cuantos pajaros quedan?,Resta
hay 60 tortillas en una mesa y se comen 76 ¿Cuantos tortillas quedan?,Resta
hay 81 tortillas en una mesa y se comen 70 ¿Cuantos tortillas quedan?,Resta
paloma tiene 18 piedras y le entregan 26 piedras ¿Cuantos hay en total?,Suma
Roberto tiene 4 peras y Gustavo tiene 74 coco ¿Cuantos frutas hay en total?,Suma
Gustavo tiene 23 balones de voley y Lucas tiene 17 balones de tenis ¿Cuantos balones hay en total?,Suma
Julio tiene 37 balones de tenis y Pedro tiene 79 balones de tenis ¿Cuantos balones hay en total?,Suma
Pedro tiene 42 papayas y Pablo tiene 69 coco ¿Cuantos frutas hay en total?,Suma
jose tiene 47 moviles y excluye 26 moviles ¿Cuantos le queda?,Resta
hay 83 niños en clase y se van 8 ¿Cuantos niños quedan?,Resta
Gustavo tiene 59 balones de rugby y Roberto tiene 64 balones de rugby ¿Cuantos balones hay en total?,Suma
un obrero tiene 50 balones y le quitan 33 balones ¿Cuantos tiene al final?,Resta
Roberto tiene 79 papayas y Gustavo tiene 76 platano ¿Cuantos frutas hay en total?,Suma
un bombero tiene 32 moviles y le extraen 29 moviles ¿Cuanto queda?,Resta
un camarero tiene 14 canicas y resta 7 canicas ¿Cuanto queda?,Resta
Juan tiene 83 uvas y Gustavo tiene 19 ciruela ¿Cuantos frutas hay en total?,Suma
un camarero tiene 24 frutas y con una diferencia 13 frutas ¿Cuantos le queda?,Resta
hay 33 niños en clase y se van 60 ¿Cuantos niños quedan?,Resta
un obrero tiene 74 teles y le quitan 38 teles ¿Cuanto queda?,Resta
un camarero tiene 63 unidades y suma 54 unidades ¿Cuantos hay al final ?,Suma
fontanero tiene 96 balones y resta 45 balones ¿Cuanto queda?,Resta
hay 41 tortillas en una mesa y se comen 66 ¿Cuantos tortillas quedan?,Resta
piloto tiene 64 relojes y añade 83 relojes ¿Cuantos hay al final ?,Suma
hay 53 pajaros en un arbol y se van volando 8 ¿Cuantos pajaros quedan?,Resta
hay 99 niños en clase y se van 4 ¿Cuantos niños quedan?,Resta
hay 66 pajaros en un arbol y se van volando 86 ¿Cuantos pajaros quedan?,Resta
Pablo tiene 71 peras y Juan tiene 89 sandias ¿Cuantos frutas hay en total?,Suma
profesor tiene 36 mesas y excluye 5 mesas ¿Cuantos le queda?,Resta
Enrique tiene 100 coches y le extraen 43 coches ¿Cuantos le queda?,Resta
un cirujano tiene 50 lapices y le quitan 33 lapices ¿Cuantos le queda?,Resta
un mecanico tiene 80 carteras y resta 24 carteras ¿Cuantos le queda?,Resta
Gustavo tiene 85 balones de tenis y Ana tiene 35 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 55 niños en clase y se van 8 ¿Cuantos niños quedan?,Resta
hay 12 niños en clase y se van 31 ¿Cuantos niños quedan?,Resta
hay 72 tortillas en una mesa y se comen 9 ¿Cuantos tortillas quedan?,Resta
hay 58 tortillas en una mesa y se comen 72 ¿Cuantos tortillas quedan?,Resta
hay 55 niños en clase y se van 63 ¿Cuantos niños quedan?,Resta
medico tiene 79 relojes y le quitan 22 relojes ¿Cuantos le queda?,Resta
hay 47 pajaros en un arbol y se van volando 80 ¿Cuantos pajaros quedan?,Resta
programador tiene 16 pajaros y añade 43 pajaros ¿Cuantos hay en total?,Suma
medico tiene 58 piedras y suma 22 piedras ¿Cuantos tienen entre los dos?,Suma
Francisco tiene 68 coco y Juan tiene 51 platano ¿Cuantos frutas hay en total?,Suma
hay 64 pajaros en un arbol y se van volando 91 ¿Cuantos pajaros quedan?,Resta
un policia tiene 97 mesas y le dan 63 mesas ¿Cuantos tienen entre los dos?,Suma
hay 4 niños en clase y se van 71 ¿Cuantos niños quedan?,Resta
Juan tiene 86 papayas y Federico tiene 88 ciruela ¿Cuantos frutas hay en total?,Suma
un obrero tiene 56 piedras y resta 5 piedras ¿Cuantos le queda?,Resta
hay 73 niños en clase y se van 57 ¿Cuantos niños quedan?,Resta
hay 84 niños en clase y se van 100 ¿Cuantos niños quedan?,Resta
un obrero tiene 36 carteras y incluye 5 carteras ¿Cuantos hay al final ?,Suma
